,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우,감독값
157,루드비히의 악마,1900-01-01,51130,51130,87,87,1,3,프랑스,0,등급없음,애니메이션,0,['0'],0
158,퀴리노 크리스티아니,1900-01-01,40000,40000,8,8,1,1,영국,0,등급없음,다큐멘터리,0,['0'],0
159,셰프 펑키의 특별한 파스타,1900-01-01,287000,287000,41,41,1,1,미국,0,등급없음,다큐멘터리,0,['0'],0
160,시저와 클레오파트라,1954-10-27,2090000,11169000,1045,5230,1,12,영국,0,12세이상관람가,장르없음,0,"['클로드레인스', '비비안리', '스튜어트그레인저']",0
161,타폴로고,1900-01-01,68000,68000,34,34,1,2,스페인,0,등급없음,다큐멘터리,0,['0'],0
162,블랙피쉬,1900-01-01,700000,1502500,175,553,1,1,미국,0,12세이상관람가,다큐멘터리,0,['0'],0
163,더 뮬: 죽음의 질주,2014-03-13,4910000,4910000,940,940,5,48,미국,(주)에이블엔터테인먼트,15세이상관람가,스릴러,0,"['샤론스톤', '빌리제인']",0
164,변태학원의 미녀 수강생,1900-01-01,100000,100000,20,20,1,1,일본,(주)빅콘미디어,청소년관람불가,드라마,0,['0'],0
165,막달라 마리아: 부활의 증인,2018-03-28,214792200,214792200,30833,30833,111,2456,영국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,드라마,가스데이비스,"['루니마라', '호아킨피닉스', '치웨텔에지오포']",104439
166,라이언,2017-02-01,779680700,779680700,104439,104439,205,6325,기타,(주)이수C&E,12세이상관람가,드라마,가스데이비스,"['데브파텔', '루니마라', '니콜키드먼']",0
167,은하수를 여행하는 히치하이커를 위한 안내서,2005-08-26,138314500,138314500,20292,20292,1,309,미국,브에나비스타인터내셔널코리아,전체관람가,SF,가스제닝스,"['모스데프', '마틴프리먼']",0
168,씽,2016-12-21,767350504,381273701,667598,1730773,721,17191,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,애니메이션,가스제닝스,"['매튜매커너히', '리즈위더스푼', '스칼렛요한슨']",0
169,돌이킬 수 없는,2003-04-04,405000,763000,45,85,1,1,프랑스,프라임픽쳐스,청소년관람불가,스릴러,가스파노에,"['뱅상카셀', '모니카벨루치']",0
170,러브,2017-11-02,678000,26226000,68,3183,1,1,프랑스,판씨네마(주),청소년관람불가,멜로로맨스,가스파노에,"['칼글루스맨', '아오미뮈요크', '클라라크리스틴']",0
171,습한 계절,1900-01-01,1621500,1621500,268,268,1,5,중국,0,등급없음,드라마,0,['0'],0
172,게임의 규칙,2017-06-01,754000,754000,153,153,1,16,중국,(주)컴퍼니엘,15세이상관람가,액션,0,"['하윤동', '타오', '추자현']",0
173,겨울날,1900-01-01,87000,87000,18,18,1,2,일본,0,등급없음,애니메이션,0,['0'],0
174,색광: 섹스에 미친 사람들,2016-08-18,8000,8000,1,1,1,1,일본,(주)플라이어,청소년관람불가,에로,0,['미요코'],0
175,관능시대,2015-05-07,5000,5000,1,1,1,1,일본,조이앤키노,청소년관람불가,멜로로맨스,가와사키히로유키,"['사쿠라이유코', '히메카와']",1
176,도깨비 섹스,2015-04-30,5000,5000,1,1,1,1,일본,퍼즐컷,청소년관람불가,멜로로맨스,가와사키히로유키,['히라이칠채자'],0
177,사악한 정사,2015-06-11,5000,5000,1,1,1,1,일본,조이앤키노,청소년관람불가,에로,가와사키히로유키,['모모이사나에'],1
178,섹시엔젤 카에데,2011-11-10,30000,30000,10,10,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,드라마,가와사키히로유키,"['나다사카마이', '이마노유메']",10
179,에로닌자 카즈미 2,2011-05-12,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,가와사키히로유키,"['모모세에미루', '니시노쇼', '아오야마레이카']",0
180,에로닌자 카즈미3,2011-05-19,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,가와사키히로유키,"['아키즈키마린', '마에다코지']",10
181,에로닌자 카즈미4,2011-05-26,30000,30000,10,10,1,1,일본,0,청소년관람불가,멜로로맨스,가와사키히로유키,"['요시자와아키호', '코미야유이']",10
182,귀신전,1900-01-01,268000,268000,39,39,1,1,일본,0,등급없음,애니메이션,0,['0'],0
183,아마미,1900-01-01,91000,91000,23,23,1,2,일본,0,등급없음,다큐멘터리,가와세나오미,['0'],0
184,캬카라바아,1900-01-01,481500,481500,82,82,1,11,일본,0,등급없음,다큐멘터리,가와세나오미,['가와세나오미'],0
185,출산,2008-04-01,706000,706000,122,122,1,8,일본,0,등급없음,다큐멘터리,가와세나오미,['가와세나오미'],0
186,벚꽃 편지,2008-04-01,957000,957000,162,162,1,12,일본,0,등급없음,다큐멘터리,가와세나오미,['니시이카즈오'],0
187,달팽이: 나의 할머니,2008-04-01,1051000,1051000,169,169,1,8,일본,0,등급없음,다큐멘터리,가와세나오미,['카와세미츠키'],0
188,수자쿠,2008-04-01,864000,2627500,127,401,1,2,일본,0,등급없음,장르없음,가와세나오미,"['시바타코타로', '카미무라야스요', '이즈미사치코']",0
189,사라소주,1900-01-01,2520000,2520000,408,408,1,19,일본,0,등급없음,드라마,가와세나오미,"['후쿠나가코헤이', '가와세나오미']",0
190,빛나는,2017-11-23,41228200,41228200,5523,5523,53,616,일본,그린나래미디어(주),12세이상관람가,멜로로맨스,가와세나오미,"['나가세마사토시', '미사키아야메']",28199
191,"소년, 소녀 그리고 바다",2014-10-09,380000,53551500,76,7157,1,1,일본,(주)티캐스트콘텐츠허브,청소년관람불가,멜로로맨스,가와세나오미,"['무라카미니지로', '요시나가준']",0
192,너를 보내는 숲,2008-04-24,466000,55220100,52,8053,1,1,일본,(주)영화사진진,전체관람가,드라마,가와세나오미,['사이토요이치로'],213
193,앙: 단팥 인생 이야기,2015-09-10,2488500,224307362,309,28199,2,15,일본,그린나래미디어(주),12세이상관람가,드라마,가와세나오미,"['키키키린', '나가세마사토시']",7157
194,굿모닝 맨하탄,2014-02-06,2399800,227400800,321,31655,1,12,기타,(주)인벤트스톤,전체관람가,코미디,0,"['스리데비', '아딜후세인']",0
195,"행성, 지구",2015-08-26,198000,198000,43,43,1,2,영국,0,12세이상관람가,다큐멘터리,0,['0'],0
196,젠틀맨,2020-02-26,665658710,665658710,81482,81482,586,14748,미국,(주)영화사빅,청소년관람불가,범죄,가이리치,"['매튜매커너히', '휴그랜트', '콜린파렐']",6569745
197,맨 프롬 UNCLE,2015-10-28,846390353,846390353,108551,108551,361,7169,미국,워너브러더스코리아(주),12세이상관람가,액션,가이리치,"['헨리카빌', '아미해머', '알리시아비칸데르']",0
198,킹 아서: 제왕의 검,2017-05-17,921288641,921288641,415714,415714,588,20315,영국,워너브러더스코리아(주),12세이상관람가,판타지,가이리치,"['찰리허냄', '주드로', '에릭바나']",108551
199,셜록 홈즈,2009-12-23,6386500,1143059684,925,2184425,1,70,미국,워너브러더스코리아(주),12세이상관람가,미스터리,가이리치,"['로버트다우니주니어', '주드로']",0
200,셜록홈즈 : 그림자 게임,2011-12-21,508955684,508955684,2239156,2239156,370,45652,미국,워너브러더스코리아(주),15세이상관람가,액션,가이리치,"['로버트다우니주니어', '주드로']",2184425
201,알라딘,2019-05-23,786366639,786366639,12723777,12723777,1409,282221,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,어드벤처,가이리치,"['메나마수드', '윌스미스', '나오미스콧']",415714
202,나의 위니펙,1900-01-01,246000,305000,52,61,1,4,캐나다,0,등급없음,장르없음,가이매딘,['0'],0
203,드라큘라의 춤,1900-01-01,386000,386000,61,61,1,3,캐나다,0,등급없음,장르없음,가이매딘,['0'],0
204,김리병원 이야기,1900-01-01,324000,324000,69,69,1,3,캐나다,0,등급없음,공포,가이매딘,"['카일맥컬로흐', '마이클고틀리', '안젤라헥']",0
205,겁쟁이는 무릎을 꿇는다,1900-01-01,831000,831000,131,131,1,3,캐나다,0,등급없음,드라마,가이매딘,"['다시페어', '에이미스튜어트', '타라버트휘슬']",0
206,더티 댄싱 - 하바나 나이트,2004-04-23,160507000,160507000,24876,24876,22,1100,미국,아우라엔터테인먼트,15세이상관람가,멜로로맨스,0,"['로몰라가레이', '디에고루나']",0
207,베를린 스파이,1900-01-01,110000,110000,55,55,1,1,기타,0,등급없음,장르없음,0,"['마이클케인', '폴허브쉬미드', '오스카호몰카']",0
208,공군 대전략,1900-01-01,63000,63000,21,21,1,1,영국,0,등급없음,전쟁,가이해밀튼,"['해리앤드류즈', '마이클케인', '트레버하워드']",0
209,나바론 2,1900-01-01,162000,598000,81,242,1,4,미국,0,등급없음,장르없음,가이해밀튼,['0'],0
210,전선의 우정,1900-01-01,762000,762000,381,381,1,24,미국,0,등급없음,장르없음,가이해밀튼,['0'],0
211,007 골드핑거,1967-01-01,168000,1687000,56,729,1,2,영국,0,등급없음,액션,가이해밀튼,"['숀코네리', '호노블래크먼', '게르트프뢰베']",0
212,콜디츠 스토리,1900-01-01,1894000,1894000,947,947,1,15,영국,0,등급없음,장르없음,가이해밀튼,"['존밀스', '에릭포트먼', '크리스토퍼로즈']",0
213,악마의 제자들,1900-01-01,1878000,1878000,626,626,1,12,미국,0,등급없음,장르없음,가이해밀튼,['0'],0
214,2047 버추얼 레볼루션,2019-09-26,18000,18000,18,18,4,18,미국,(유)조이앤컨텐츠그룹,15세이상관람가,SF,0,"['마이크도퍼드', '제인배들러', '요헨해겔']",0
215,평화의 궁전 - ICJ와 PCA에 대해서,1900-01-01,4914,4914,30,30,1,2,기타,0,등급없음,애니메이션,0,['0'],0
216,마지막 사무라이,2016-12-28,6000,6000,2,2,1,1,일본,퍼즐컷,청소년관람불가,액션,0,['하쿠류'],0
217,귀파주는 밀실가게,2018-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],0
218,맞선보다 몸맞은 커플,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
219,민감한 새엄마의 육체,2019-08-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
220,유카타를 벗은 유부녀를 마사지,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,가토마사키,['0'],1
221,일본 료칸형 호텔의 마사지사,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
222,지점장님과 단둘이 회식,2019-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
223,골프강사 새엄마가 너무 이쁘다,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
224,깊숙한 걸 좋아하는 아줌마,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
225,꿀빠는 젊은 택배알바,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
226,남편 옆에서만은 안 돼,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
227,내가 가져버린 사위는 몸짱,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
228,노브라로 도발하는 그녀의 향기,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
229,노브라로 알면서 유혹하다니,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
230,마사지로 가버린 유부녀들,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
231,맥주 먹었으니까 해도 좋아-아내의 친구,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
232,바베큐파티에서 만취한 유부녀,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
233,사위가 오늘따라 멋지다,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
234,서로의 아내를 바꾸는 부부들,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로로맨스,가토마사키,['0'],1
235,신규오픈 마사지샵의 신기술,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
236,엄청 젖은 노브라 단지처,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
237,여자경험이 없는 남자들,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
238,오일마사지가 쾌락도구로,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
239,온천여행에서 발정난 그녀는,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],1
240,처음 본 새엄마와 눈이 맞아서,2019-12-06,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
241,이 여자는 나의 노예,2020-07-03,100000,100000,20,20,1,1,일본,0,청소년관람불가,에로,가토마사키,['0'],2
242,새엄마의 극락목욕탕,2020-06-05,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
243,숫처녀 같은 엄마친구,2020-06-05,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,['0'],1
244,뺏고 싶은 형수,2018-01-25,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,['0'],0
245,즐기는 성희 마사지,2018-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,0,['0'],0
246,나의 양말,1900-01-01,65780,65780,92,92,1,2,일본,0,등급없음,애니메이션,0,['0'],0
247,노골적인 형수님,2017-12-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,0,['0'],0
248,일정식집 거유모녀,2018-07-12,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,0,['0'],0
249,붉은 경쟁,1900-01-01,140000,140000,70,70,1,2,중국,0,등급없음,다큐멘터리,0,['0'],0
250,양말요정 휴고의 대모험,2018-09-06,171113700,171113700,25578,25578,354,1833,기타,와이드릴리즈(주),전체관람가,어드벤처,0,"['조연우', '박상우', '이민형']",0
251,첫사랑,1998-02-21,1459000,1459000,160,160,2,9,기타,(주)엔케이컨텐츠,15세이상관람가,드라마,0,"['금성무', '막문위', '이유유']",0
252,리틀 폭스,2016-06-23,586000,119699500,107,16314,1,8,중국,예지림엔터테인먼트,전체관람가,애니메이션,0,"['이지현', '김연우', '박상훈']",0
253,인투 더 나잇,2018-03-29,5642300,6272300,731,836,14,27,한국,(주)시네마달,12세이상관람가,다큐멘터리,0,"['차승우', '박현준', '김세영']",0
254,헤어지기 전 우리가 해야 할 10가지,1900-01-01,1000,1000,1,1,1,1,미국,(주)스토리제이,12세이상관람가,멜로로맨스,0,"['크리스티나리치', '해미쉬링클레이터', '카티아윈터']",0
255,우리가족같이,2018-10-29,976000,976000,177,177,19,19,한국,0,청소년관람불가,장르없음,감수성,"['진주', '안민상', '도모세']",187
256,다방엄마,2019-03-28,1425000,1425000,194,194,20,22,한국,(주)투모션,청소년관람불가,멜로로맨스,감수성,['0'],182
257,수상한 노래방,2018-08-09,1026000,1026000,187,187,20,20,한국,0,청소년관람불가,멜로로맨스,감수성,"['강소은', '이수', '지성']",0
258,아빠친구2-무삭제판,2019-01-04,5000,5000,1,1,1,1,한국,0,등급없음,장르없음,감자,['0'],110
259,아빠친구2,2018-11-15,644000,644000,110,110,20,20,한국,0,청소년관람불가,멜로로맨스,감자,['상우'],0
