영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,감독값,배급사값,배우합,배우평균
수자쿠,2008-04-01,864000,2627500,127,401,1,2,일본,0,등급없음,장르없음,가와세나오미,0,0,0,0
사라소주,1900-01-01,2520000,2520000,408,408,1,19,일본,0,등급없음,드라마,가와세나오미,0,0,0,0
빛나는,2017-11-23,41228200,41228200,5523,5523,53,616,일본,그린나래미디어(주),12세이상관람가,멜로로맨스,가와세나오미,28199,37444,28199,14099
"소년, 소녀 그리고 바다",2014-10-09,380000,53551500,76,7157,1,1,일본,(주)티캐스트콘텐츠허브,청소년관람불가,멜로로맨스,가와세나오미,0,45486,0,0
너를 보내는 숲,2008-04-24,466000,55220100,52,8053,1,1,일본,(주)영화사진진,전체관람가,드라마,가와세나오미,213,9228,0,0
앙: 단팥 인생 이야기,2015-09-10,2488500,224307362,309,28199,2,15,일본,그린나래미디어(주),12세이상관람가,드라마,가와세나오미,7157,26583,0,0
굿모닝 맨하탄,2014-02-06,2399800,227400800,321,31655,1,12,기타,(주)인벤트스톤,전체관람가,코미디,0,0,76054,0,0
"행성, 지구",2015-08-26,198000,198000,43,43,1,2,영국,0,12세이상관람가,다큐멘터리,0,0,0,0,0
젠틀맨,2020-02-26,665658710,665658710,81482,81482,586,14748,미국,(주)영화사빅,청소년관람불가,범죄,가이리치,6569745,22617,573999,191333
맨 프롬 UNCLE,2015-10-28,846390353,846390353,108551,108551,361,7169,미국,워너브러더스코리아(주),12세이상관람가,액션,가이리치,0,1904250,409905,136635
킹 아서: 제왕의 검,2017-05-17,921288641,921288641,415714,415714,588,20315,영국,워너브러더스코리아(주),12세이상관람가,판타지,가이리치,108551,1927073,1262139,420713
셜록 홈즈,2009-12-23,6386500,1143059684,925,2184425,1,70,미국,워너브러더스코리아(주),12세이상관람가,미스터리,가이리치,0,932836,1194275,597137
셜록홈즈 : 그림자 게임,2011-12-21,508955684,508955684,2239156,2239156,370,45652,미국,워너브러더스코리아(주),15세이상관람가,액션,가이리치,2184425,789722,3526865,1763432
알라딘,2019-05-23,786366639,786366639,12723777,12723777,1409,282221,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,어드벤처,가이리치,415714,3056782,1023023,341007
나의 위니펙,1900-01-01,246000,305000,52,61,1,4,캐나다,0,등급없음,장르없음,가이매딘,0,0,0,0
드라큘라의 춤,1900-01-01,386000,386000,61,61,1,3,캐나다,0,등급없음,장르없음,가이매딘,0,0,0,0
김리병원 이야기,1900-01-01,324000,324000,69,69,1,3,캐나다,0,등급없음,공포,가이매딘,0,0,0,0
겁쟁이는 무릎을 꿇는다,1900-01-01,831000,831000,131,131,1,3,캐나다,0,등급없음,드라마,가이매딘,0,0,0,0
더티 댄싱 - 하바나 나이트,2004-04-23,160507000,160507000,24876,24876,22,1100,미국,아우라엔터테인먼트,15세이상관람가,멜로로맨스,0,0,480,0,0
베를린 스파이,1900-01-01,110000,110000,55,55,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
공군 대전략,1900-01-01,63000,63000,21,21,1,1,영국,0,등급없음,전쟁,가이해밀튼,0,0,0,0
나바론 2,1900-01-01,162000,598000,81,242,1,4,미국,0,등급없음,장르없음,가이해밀튼,0,0,0,0
전선의 우정,1900-01-01,762000,762000,381,381,1,24,미국,0,등급없음,장르없음,가이해밀튼,0,0,0,0
007 골드핑거,1967-01-01,168000,1687000,56,729,1,2,영국,0,등급없음,액션,가이해밀튼,0,0,11705,3901
콜디츠 스토리,1900-01-01,1894000,1894000,947,947,1,15,영국,0,등급없음,장르없음,가이해밀튼,0,0,0,0
악마의 제자들,1900-01-01,1878000,1878000,626,626,1,12,미국,0,등급없음,장르없음,가이해밀튼,0,0,0,0
2047 버추얼 레볼루션,2019-09-26,18000,18000,18,18,4,18,미국,(유)조이앤컨텐츠그룹,15세이상관람가,SF,0,0,931,1,0
평화의 궁전 - ICJ와 PCA에 대해서,1900-01-01,4914,4914,30,30,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
마지막 사무라이,2016-12-28,6000,6000,2,2,1,1,일본,퍼즐컷,청소년관람불가,액션,0,0,527,0,0
귀파주는 밀실가게,2018-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,0,19,0,0
맞선보다 몸맞은 커플,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
민감한 새엄마의 육체,2019-08-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
유카타를 벗은 유부녀를 마사지,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,가토마사키,1,0,0,0
일본 료칸형 호텔의 마사지사,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
지점장님과 단둘이 회식,2019-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
골프강사 새엄마가 너무 이쁘다,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
깊숙한 걸 좋아하는 아줌마,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
꿀빠는 젊은 택배알바,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
남편 옆에서만은 안 돼,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
내가 가져버린 사위는 몸짱,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
노브라로 도발하는 그녀의 향기,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
노브라로 알면서 유혹하다니,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
마사지로 가버린 유부녀들,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
맥주 먹었으니까 해도 좋아-아내의 친구,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
바베큐파티에서 만취한 유부녀,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
사위가 오늘따라 멋지다,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
서로의 아내를 바꾸는 부부들,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로로맨스,가토마사키,1,1,0,0
신규오픈 마사지샵의 신기술,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
엄청 젖은 노브라 단지처,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
여자경험이 없는 남자들,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
오일마사지가 쾌락도구로,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
온천여행에서 발정난 그녀는,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토마사키,1,0,0,0
처음 본 새엄마와 눈이 맞아서,2019-12-06,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
이 여자는 나의 노예,2020-07-03,100000,100000,20,20,1,1,일본,0,청소년관람불가,에로,가토마사키,2,0,0,0
새엄마의 극락목욕탕,2020-06-05,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
숫처녀 같은 엄마친구,2020-06-05,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토마사키,1,1,0,0
뺏고 싶은 형수,2018-01-25,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,0,21,0,0
즐기는 성희 마사지,2018-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,0,0,0,0,0
나의 양말,1900-01-01,65780,65780,92,92,1,2,일본,0,등급없음,애니메이션,0,0,0,0,0
노골적인 형수님,2017-12-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,0,0,0,0,0
일정식집 거유모녀,2018-07-12,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,0,0,0,0,0
붉은 경쟁,1900-01-01,140000,140000,70,70,1,2,중국,0,등급없음,다큐멘터리,0,0,0,0,0
양말요정 휴고의 대모험,2018-09-06,171113700,171113700,25578,25578,354,1833,기타,와이드릴리즈(주),전체관람가,어드벤처,0,0,20781,73086,24362
첫사랑,1998-02-21,1459000,1459000,160,160,2,9,기타,(주)엔케이컨텐츠,15세이상관람가,드라마,0,0,0,1633,544
리틀 폭스,2016-06-23,586000,119699500,107,16314,1,8,중국,예지림엔터테인먼트,전체관람가,애니메이션,0,0,15383,72746,24248
인투 더 나잇,2018-03-29,5642300,6272300,731,836,14,27,한국,(주)시네마달,12세이상관람가,다큐멘터리,0,0,4929,0,0
헤어지기 전 우리가 해야 할 10가지,1900-01-01,1000,1000,1,1,1,1,미국,(주)스토리제이,12세이상관람가,멜로로맨스,0,0,0,0,0
우리가족같이,2018-10-29,976000,976000,177,177,19,19,한국,0,청소년관람불가,장르없음,감수성,187,0,336445,112148
다방엄마,2019-03-28,1425000,1425000,194,194,20,22,한국,(주)투모션,청소년관람불가,멜로로맨스,감수성,182,0,0,0
수상한 노래방,2018-08-09,1026000,1026000,187,187,20,20,한국,0,청소년관람불가,멜로로맨스,감수성,0,0,1895177,631725
아빠친구2-무삭제판,2019-01-04,5000,5000,1,1,1,1,한국,0,등급없음,장르없음,감자,110,0,0,0
아빠친구2,2018-11-15,644000,644000,110,110,20,20,한국,0,청소년관람불가,멜로로맨스,감자,0,0,16560,16560
도레미파솔라시도,2008-04-03,1185999000,1185999000,197672,197672,168,11855,한국,CJENM,12세이상관람가,드라마,0,0,802966,870450,290150
서바이버즈 - 제흐리 경찰서의 날들,1900-01-01,360000,360000,138,138,1,2,한국,0,등급없음,다큐멘터리,0,0,0,0,0
강성옥,1900-01-01,21250,21250,17,17,1,1,한국,0,등급없음,장르없음,강경태,0,0,0,0
매혈,1900-01-01,21250,21250,17,17,1,1,한국,0,등급없음,장르없음,강경태,0,0,0,0
무덤가,1900-01-01,21250,21250,17,17,1,1,한국,0,등급없음,장르없음,강경태,0,0,0,0
아무것도,1900-01-01,21250,21250,17,17,1,1,한국,0,등급없음,장르없음,강경태,0,0,0,0
누가 만들었을까?,1900-01-01,22250,22250,18,18,1,2,한국,0,등급없음,다큐멘터리,강경태,0,0,0,0
죽어도 해피엔딩,2007-08-22,1190809000,1190809000,181186,181186,177,9320,한국,(주)프라임엔터테인먼트,15세이상관람가,코미디,0,0,286147,3301884,1100628
유혹 2,2016-08-03,300000,300000,60,60,1,1,기타,(주)키다리이엔티,청소년관람불가,멜로로맨스,0,0,361143,60,60
"카페, 한 사람을 기다리다",2017-05-11,7000,58543000,1,7288,1,1,기타,(유)조이앤컨텐츠그룹,15세이상관람가,멜로로맨스,0,0,1467,422979,422979
교각의 저편,1900-01-01,21100,21100,88,88,1,1,중국,0,등급없음,장르없음,0,0,0,0,0
헝거,1900-01-01,385000,385000,55,55,1,3,한국,0,등급없음,장르없음,0,0,0,0,0
담보,2020-09-29,1863965662,1863965662,1719521,1719521,1342,110260,한국,CJENM,12세이상관람가,드라마,강대규,0,924791,2619019,873006
하모니,2010-01-28,115000,167028520,23,3018154,1,9,한국,CJENM,12세이상관람가,드라마,강대규,0,1164671,4270723,1423574
착한 이모의 은밀한 아르바이트,2018-09-27,799000,799000,159,159,20,20,한국,(주)로드하우스,청소년관람불가,멜로로맨스,0,0,104,152,152
사랑의 원자탄,1977-11-09,3288000,3288000,1627,1627,1,46,한국,0,12세이상관람가,장르없음,강대진,0,0,0,0
박서방,1960-10-05,3086000,15181000,1543,7430,1,40,한국,0,등급없음,가족,강대진,0,0,8168,2722
마부,1961-01-01,1224000,20227000,627,10686,1,48,한국,0,12세이상관람가,드라마,강대진,7430,0,4653,1551
내일의 팔도강산,1971-01-12,2211000,2211000,1106,1106,1,26,한국,0,12세이상관람가,드라마,0,0,0,4075,2037
쌍자신투,2014-10-16,2859000,2859000,1407,1407,2,14,기타,(주)소나무픽쳐스,15세이상관람가,액션,0,0,2222,131,43
한낮의 피크닉,2019-07-04,20729310,22448810,2799,3052,21,497,한국,서울독립영화제,12세이상관람가,드라마,0,0,0,73053,24351
기도하는 남자,2020-02-20,13664420,13664420,1661,1661,34,268,한국,(주)랠리버튼,15세이상관람가,드라마,0,0,0,658826,219608
힙스터: 안개의 덫,2015-10-21,5000,5000,1,1,1,1,한국,고구마콘텐츠허브(주),청소년관람불가,멜로로맨스,강명진,1,1,5051,1683
공사중,2015-04-08,9000,9000,1,1,1,1,한국,고구마콘텐츠허브(주),청소년관람불가,멜로로맨스,강명진,0,0,115290,38430
아내의 동영상,2017-04-27,955000,955000,189,189,20,24,한국,0,청소년관람불가,멜로로맨스,강명진,184,0,86,86
색끈한 퓨전사극 심청야사,2015-12-17,3542000,3542000,551,551,20,85,한국,고구마콘텐츠허브(주),청소년관람불가,사극,강명진,1,1,0,0
일보지요: 상하이 살인사건,1900-01-01,895000,895000,97,97,1,2,중국,0,등급없음,장르없음,강문,0,0,0,0
양자탄비,2012-03-22,10231000,10231000,1454,1454,29,333,중국,0,15세이상관람가,액션,강문,82356,0,745897,248632
푸른 강은 흘러라,2009-10-08,45000,2124000,9,394,1,2,한국,0,12세이상관람가,드라마,0,0,0,2598,866
내추럴어반네이쳐,1900-01-01,1875,1875,3,3,1,1,한국,0,등급없음,애니메이션,강민지,0,0,0,0
묘아,1900-01-01,4336,4336,8,8,1,2,한국,0,등급없음,애니메이션,강민지,0,0,0,0
수비니어 애니메이션,1900-01-01,36693,36693,39,39,1,4,한국,0,등급없음,장르없음,강민지,0,0,0,0
천에 오십 반지하,1900-01-01,437000,627000,83,121,1,3,한국,0,등급없음,다큐멘터리,강민지,0,0,0,0
내츄럴 어반 네이쳐,1900-01-01,2500,40450,4,155,1,1,한국,0,등급없음,장르없음,강민지,0,0,0,0
호주 한국영화제2011 공식 트레일러,1900-01-01,39054,39054,172,172,1,4,한국,0,등급없음,애니메이션,강민지,0,0,0,0
고양이의 숲,1900-01-01,540000,540000,90,90,1,1,한국,0,전체관람가,다큐멘터리,0,0,0,0,0
엄딸,2016-05-26,5000,5000,1,1,1,1,한국,주식회사이엔터,청소년관람불가,멜로로맨스,강백호,1,27,370129,185064
맛있는누나들-무삭제,2019-02-01,5000,5000,1,1,1,1,한국,스마일컨텐츠,청소년관람불가,멜로로맨스,강백호,98,72,65,65
라면 먹고 갈래?,2016-03-17,8000,8000,1,1,1,1,한국,주식회사이엔터,청소년관람불가,멜로로맨스,강백호,0,54,268556,134278
맛있는 누나들,2018-12-19,644000,644000,110,110,20,20,한국,스마일컨텐츠,청소년관람불가,멜로로맨스,강백호,96,70,0,0
야설 쓰는 여자,2016-08-24,917000,917000,169,169,21,21,한국,노바엔터테인먼트,청소년관람불가,드라마,강백호,71,1949,0,0
나만의 승진 테크닉,2016-07-07,1089000,1089000,213,213,20,20,한국,0,청소년관람불가,멜로로맨스,강백호,1,0,45726,45726
김군,2019-05-23,123197590,124505490,16661,16854,73,1452,한국,영화사풀,12세이상관람가,다큐멘터리,0,0,0,0,0
걸프렌즈,2009-12-17,781692500,781692500,108396,108396,245,8038,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로로맨스,강석범,318852,532310,2225916,741972
어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,1158210500,1158210500,181510,181510,28,3570,한국,CJENM,12세이상관람가,코미디,강석범,0,98155,84,28
정승필 실종사건,2009-10-08,2296093000,2296093000,318852,318852,261,19824,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,강석범,1305024,663018,4554920,1518306
해바라기,2006-11-23,797000,7835485400,132,1305024,2,50,한국,(주)쇼박스,15세이상관람가,액션,강석범,181510,1014656,3462142,1154047
"소년, 달리다",1900-01-01,2859700,2859700,356,356,1,9,한국,0,등급없음,다큐멘터리,강석필,0,0,0,0
춤추는 숲,2013-05-23,805500,58626500,231,8695,1,3,한국,스튜디오느림보,전체관람가,다큐멘터리,강석필,0,14961,0,0
바보야,2011-04-21,20000,93703000,4,17916,1,1,한국,주식회사마운틴픽쳐스,전체관람가,다큐멘터리,강성옥,0,21477,3728439,3728439
울지마 톤즈 2 : 슈크란 바바,2020-01-09,154331440,154331440,20863,20863,232,2409,한국,(주)영화특별시에스엠씨,전체관람가,다큐멘터리,강성옥,0,6148,5789,5789
"村, 금가이",1900-01-01,349000,349000,72,72,1,8,한국,0,등급없음,다큐멘터리,0,0,0,0,0
"ㅅㄹ, ㅅㅇ, ㅅㄹ",1900-01-01,619500,619500,88,88,1,7,한국,0,12세이상관람가,다큐멘터리,0,0,0,0,0
꼬마 대부,1900-01-01,18000,18000,8,8,1,2,기타,0,전체관람가,드라마,0,0,0,0,0
롱타임노씨,1900-01-01,1269000,1269000,134,134,1,2,한국,매치박스유한책임회사,청소년관람불가,드라마,0,0,0,0,0
마누라 죽이기,1994-12-17,5000,5000,1,1,1,1,한국,0,청소년관람불가,코미디,강우석,41,0,41,13
투캅스 2,1996-04-27,5000,5000,1,1,1,1,한국,CJENM,청소년관람불가,코미디,강우석,21,16,62,20
행복은 성적순이 아니잖아요,1989-07-29,30000,30000,6,6,1,1,한국,0,전체관람가,드라마,강우석,0,0,0,0
