영화명,개봉일,누적관객수,배급사,감독,배우
러브 펀치,2015-07-16,155,(주)에이원엔터테인먼트,조엘홉킨스,"피어스브로스넌,엠마톰슨"
햄스테드,2018-07-05,9064,(주)팝엔터테인먼트,조엘홉킨스,"다이안키튼,브렌단글리슨"
하비의 마지막 로맨스,2010-10-28,34184,(주)영화사진진,조엘홉킨스,"더스틴호프만,엠마톰슨"
"얼음의 땅, 깃털의 사람들",1900-01-01,59,0,조엘히스,0
분홍돌고래,2010-07-01,172,0,조연수,"한태일,오수현,임호영,문성복,박지혜,성정선,김도은"
마지막 밤나무,1900-01-01,24,0,조엽,0
극장판 타오르지마 버스터-블랙어썰트의 귀환,2019-12-05,15220,(주)이수C&E,조영광,"홍범기,안영미,안효민,최낙윤,강시현"
인투 포커스,1900-01-01,392,0,조영준,"차승호,김한아"
채비,2017-11-09,177439,오퍼스픽쳐스(유),조영준,"고두심,김성균,유선,박철민,김희정,신세경,마현,박세준,박소연,박소정,박지윤,박혜영,송국진,양태열,유지연,한지호,이태규,김남언,장문규,김정환,현봉식,김영재,박성연,어성욱"
노브레싱,2013-10-30,451669,(주)나이너스엔터테인먼트,조용선,"서인국,이종석,권유리,박철민,박정철,신민철,김재영,선우재덕,서준원,송병준,이명규,김준희,조상현,박용진,정민성,박현우"
곽민규 배우전,1900-01-01,6,0,"조용익,강동완,오성호",0
나쁜 여자는 맛있다,2014-11-19,10,미디어소프트,조우사다오,메구리
유부녀워칭-무삭제,2014-05-22,10,(주)액티버스엔터테인먼트,조우사다오,하타노유이
음란한 밀회-이웃집 유부녀,2014-05-29,10,(주)액티버스엔터테인먼트,조우사다오,요시오카무츠오
나츠,2013-06-06,92,(주)수키픽쳐스,조우사다오,호리구치나츠미
헤드,2011-05-26,61414,(주)에스비에스콘텐츠허브,조운,"류덕환,박예진,백윤식,오달수,강대연,신민섭,데니안/안신원,박영서,우현,유선희,전병기,정경미,최재섭,장소연,김강현,장준녕,김자영,김봉수"
원더풀 고스트,2018-09-26,450378,(주)제이앤씨미디어그룹,조원희,"마동석,김영광,이유영,이서진,김정수,이승창,이영석,서정훈,서준호,이태규,김지은,김지은,류성철,윤성민,박근수,정재헌,최유리,김민석,김선문,김선웅,김영환,김선경,김동준,한창현,차래형,한성천,곽진석"
핑거스,1900-01-01,8,0,조윤정,0
"사당동 더하기 22, 디렉터스 컷 : 돌고 돌고 또 돌고",1900-01-01,61,0,조은,0
사당동 더하기 33,1900-01-01,576,0,조은,0
사당동 더하기 22,1900-01-01,44,0,"조은,박경태",0
"1984, 최동원",1900-01-01,121,0,조은성,0
션샤인 러브,2015-09-17,896,(주)인벤트스톤,조은성,"오정세,조은지,송재하,박재철,이미도,강민지,한수용,이재석,문성환,손민식,이재석,최혁"
나는 고양이로소이다,2017-06-08,8496,(주)리틀빅픽쳐스,조은성,"강민혁,이용한,김하연"
"오늘, 우리",2019-10-31,1040,필름다빈,"조은지,부은주,송예진,곽은미,조은지","정수지,이상희,박수영,조민경,윤혜리,이운산,강동인,강민정,곽민규,곽민준,권승록,금보선,김경주,김다운,김민엽,김수진,김승유,김여은,김유경,김은경,김재원,김주연,김지원,김지유,김지현,나도율,남상지,낭모모카잉,마민희,문하얀,박귀순,박명신,박영선,박하현,박혜원,변자혜,부서희,서정미,송재생,송지혁,안민영,안석범,안현정,양소영,어성욱,오지숙,원영옥,유상현,유용환,유준민,유창숙,유창숙,윤병무,윤성원,채현승,이강녕,최민지,이민영,이상희,이샘,이수민,이승현,이시원,이시원,한민진,한지현,이제연,홍지수,흥인아,정혜성,정혜원,정혜인,조우현,장근춘,정한호,정경순,엄옥란"
조용한 세상,2006-12-14,161142,(주)프라임엔터테인먼트,조의석,"김상경,박용우,한보배,장재영,강남미,송민주,김효주,정일우,박정환,박준영,한문수,김경우,이혜연,김동하,유창현,유화영,김정선,양준영,양준호,김진국,함은정,이기열,오정세,손범수,이종수,원애리"
마스터,2016-12-21,7150586,CJENM,조의석,"이병헌,강동원,김우빈,엄지원,박해수,오달수,진경,김정우,장한별,이승용,김대현,홍성덕,우도환,배정남,조현철,정원중,주석태,송영학,이도국,김태훈,강지혜"
감시자들,2013-07-03,5509019,(주)넥스트엔터테인먼트월드(NEW),"조의석,김병서","설경구,정우성,한효주,진경,이준호,임달화,손민석,김대진,이태형,이동휘,이화정,김진곤,박지훈,김지훈,신성일,변요한,정우근,장원형,장유리,조도연,지영준,한영주,문성렬,박영진,박지연,백동현,신경철,이가람,이상민,김병옥,윤돈선,강신하,이동진"
매직빈,2018-05-03,57004,(주)영화사빅,조이주,"황창영,민아,장병관"
도즈피플,1900-01-01,94,0,조이쿤,"조나단고든,제이슨랄프,하즈슬레이맨"
불빛 아래서,2019-08-29,1307,0,조이예환,"남기상,류신홍,박종현,박준범,김민규,안도현,안지원,우석제,우주,윤도현,최동현,최민규,김재광,김희권,이찬희,황성민,윤준호,김주호,강태근,고한웅,기명신,최희용,김남인,김내현,김영진,이동훈,이민우,김진규,조재신,남고래,육중환,정윤겸,김진우,오경록,백선혁,오선영,송국정,성필순,황세연,황정익,이성훈,이선우,박유진"
스튜디오,2019-02-27,169,0,조일준,"나영,김선구"
속사정,2017-05-18,177,THE픽쳐스,조일준,"지은서,김광석,이장미,우진영,이경민"
#살아있다,2020-06-24,1903992,롯데쇼핑㈜롯데엔터테인먼트,조일형,"유아인,박신혜,전배수,고나영,권용채,김경태,김다영,김단비,김라희,김미래,김미래,김윤도,김학선,김현우,김훈만,나경철,나경철,노정미,박수찬,박윤호,박재현,박철민,박철민,소회정,손경원,신연우,심소연,양말복,양수진,연재흠,연제이,염정연,예효승,오혜원,유연,윤예나,은한,최계형,최다인,이규호,이동규,이승진,이승창,한상균,한성수,이유진,이재영,이재영,황윤호,이채경,이현욱,이회원,임우찬,임은지,조한준,주보비,진소연,장의돈,장지건,전배수,전운종,정세미,정영도,강현구"
버블아트,1900-01-01,117,0,조재민,0
징후,1900-01-01,214,0,조재민,0
눈발,2017-03-01,13640,(주)리틀빅픽쳐스,조재민,"진영,지우,박진영,서수민,정현경,이윤희,장희령"
나홀로 휴가,2016-09-22,8229,(주)리틀빅픽쳐스,조재현,"박혁권,윤주,이준혁,박재홍,조재현,이광기,이상욱,이서연,이성호,이승용,차봄,김유라,이정은,김수진,박윤호,이승철"
영화제국 신필름의 역사,1900-01-01,1057,0,조재홍,0
"귀향, 끝나지 않은 이야기",2017-09-14,14495,커넥트픽쳐스(주),조정래,"박지희,강하나,서미지,홍세나,김시은,남상지,최리,정무성,류신,임성철,이승현,오지혜,정인기,김민수,박주현,박진경,안재성,장현익,정부경,정세연,정승현,윤혜영,이경훈,이수현,이승현,이여원,이옥선,이용수,이유진,함현상,이재혁,이지수,이지은,이지은,이채현,김은나,김은나"
두레소리,2012-05-10,35340,0,조정래,"김슬기,조아름,함현상,이혜진,임하늬,전성배,정영진,권혁란,조정래,하늘벗,방양수,신성우"
소리꾼,2020-07-01,82600,(주)리틀빅픽쳐스,조정래,"이봉근,이유리,김하연,박철민,김동완,한인수,정무성,임성철,김병춘,김강현,박재민,지태양,김준형,차정환,김혁종,류신,김유나,정인기,오지혜,송철호,김병철,임형태,이나리,송민경,고수진,문채영,남상지,최대성,이지수,구본진,김시호,김신광,박신혜,정순미,정원형,박소은,정강홍,정종욱,정인,이의수,박종서,정재환,이은석,임기향,김민선,황인우,조홍우,박정철,박승원,최용석,엄지,이송미,강민지,장민성,유태성,김정원,조진영,김문현,명라엘,양하나,전상협,조아한,류연영,전준형,천영암,김정환,강성진,전운종,오진욱,홍인아,설윤지,김시혜,왕나경,이시우,임소현,이단비,오진희,양주빈,김강희,이서아,조혜리,이주원,최재정,정은지,김수민,김지현,유한별,노아림,김동진,임송택,이현수,김래윤,이재혁,이현석,김진휘,강학수,윤석기,고석진,배정찬,민현기,박주현,이승현,노을,장승연,김윤정,최설,손진환,한동규,강성호,신유람,원태희,조지승,조아인,이규혁,이남균,김명자,안신권,이채령,구민혁,이상희,박원진,박태산,박종상,이일규,전희련,정시연,홍혜지,조윤상,김도훈,박진수,류경환,진시원,이은정,정재훈,현오봉,박영덕,박종범,권현제,윤준호,고명일,서호준,한동원,유서준,정시후,남승화,이동욱,이창원,남태하,이동기,정동근,구자건,공현대,조나단,황재운,박성진,이웅규,김용민,정현준,김태환,김수한,신안식,김병철,박범기,정태영,변만후,조한결,안정호,박동일,임주영,임정욱,이태강,윤진우,신지우,고창균,김소리,천선우,김민준,손숙,최리,이필모,더원,조상기,박근수,최원석,박가영,노영완,김호연"
귀향,2016-02-24,3587252,(주)와우픽쳐스,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신,윤정로"
파울볼,2015-04-02,31137,오퍼스픽쳐스(유),"조정래,김보경","김성근,조진웅,박지은,박진영,설재훈,이경태,이동현,이상훈,이상훈,이성진,이승엽,이승재,이승주"
마리,1900-01-01,39,0,조제피엔쉬퍼스,0
시수옥:감금된 소녀들 파트1,2017-09-06,1,위드라이언픽쳐스,조조히데오,"카타야마모에미,타치바나안나"
나의 노예가 되어주세요 2,2019-03-26,1,(주)엔케이컨텐츠,조조히데오,"마이구마카츠야,유리사,미우라마사키"
나의 노예가 되어주세요 3,2019-03-26,1,(주)엔케이컨텐츠,조조히데오,"마이구마카츠야,유리사"
러브앤서울 복숭아마을 도색소동기 무삭제판,2015-11-19,1,(유)조이앤컨텐츠그룹,조조히데오,나나우미나나
미궁: 비밀애 무삭제 특별판,2015-07-02,1,(유)조이앤컨텐츠그룹,조조히데오,김민기
불륜 고백 무삭제판,2015-07-02,1,조이앤키노,조조히데오,"마츠우라히로미,요시오카무츠오"
가정교사 길들이기,2017-05-16,1,(주)에스와이미디어,조조히데오,"미나토리쿠,와다미사"
시수옥:감금된 소녀들 파트2,2017-10-23,1,0,조조히데오,0
의사와 간호사 불륜,2016-01-06,1,(주)도키엔터테인먼트,조조히데오,히로세나나미
트럭 운전사 나미2,1900-01-01,2,0,조조히데오,요시자와아키호
AV 아이돌,2012-08-02,2,골든타이드픽처스(주),조조히데오,"여민정,타츠미유이"
트럭 운전사 나미1,2010-11-05,3,0,조조히데오,"요시자와아키호,콘노리노,요시오카무츠오"
내가 원하는 남자,2011-07-18,4,씨앤피미디어,조조히데오,"마츠노이미야비,리리쿠리바야시"
18禁 린코 2,2011-11-17,10,0,조조히데오,"타시로사야카,카와이류노스케,후쿠텐"
음란한 게이샤,2010-11-18,10,0,조조히데오,"호노카,마츠우라유야,시마다사유리"
게이샤의 순정상실,2013-04-25,10,(주)도키엔터테인먼트,조조히데오,요시오카무츠오
어린 에츠코의 고민,2013-10-24,10,(주)도키엔터테인먼트,조조히데오,"메구리,모리야후미오"
에어섹스,2012-07-31,10,(주)도키엔터테인먼트,조조히데오,하나사사
양키 아이돌,2014-11-06,10,(주)영진크리에이티브,조조히데오,"아야세렌,오키히토미"
여대생 살인기,2015-12-25,10,(주)영진크리에이티브,조조히데오,"타카이케이코,미야지나오미"
이복자매-언니애인과의 황홀한 정사,2015-08-24,10,(주)영진크리에이티브,조조히데오,"하마다쇼코,키시아이노"
이케부쿠로 양키전쟁,2016-04-15,10,(주)영진크리에이티브,조조히데오,아사히나아카리
트럭걸 나미,2016-05-19,10,(주)영진크리에이티브,조조히데오,요시자와아키호
타나토스,2013-06-17,10,(주)영진크리에이티브,조조히데오,"이시마츠가츠,토쿠야마히데노리"
트럭 운전사 나미 3,1900-01-01,11,0,조조히데오,0
욕망의 트라이앵글,2013-07-03,50,(주)수키픽쳐스,조조히데오,하타노유이
모모키야여관 포르노 촬영기,2014-09-03,54,(주)도키엔터테인먼트,조조히데오,"니시노쇼,하야세아리스"
실화!정말있었던이야기,2014-12-10,54,(주)도키엔터테인먼트,조조히데오,모치다아카네
꽃은 밤에 피고-유리아,2015-07-08,54,(주)도키엔터테인먼트,조조히데오,"후지이셰리,사카키바라준"
부부교환: 바꿔서 해볼까?,2017-01-19,54,(주)소나무픽쳐스,조조히데오,"나츠메쿄코,시노하라사유리"
동거녀의 달콤한 젤리,2016-04-21,60,(주)콘텐츠랩자박,조조히데오,사쿠라유라
조건만남 : 불륜의 시작,2016-03-31,60,(주)콘텐츠랩자박,조조히데오,아오이
화끈하게 주는 젊은 애인,2015-02-12,60,(주)콘텐츠랩자박,조조히데오,미즈모토유나
흑역사,2013-05-30,92,(주)수키픽쳐스,조조히데오,나나우미나나
우리들의 격정,2014-10-02,140,(주)제이에이와이이엔터테인먼트,조조히데오,와카나히카루
맛색녀의 성적유희,2019-02-07,244,0,조조히데오,코가와이오리
인공지능 남자친구,2016-06-09,500,골든타이드픽처스(주),조조히데오,유메카나
미궁: 비밀애,2015-04-23,513,(유)조이앤컨텐츠그룹,조조히데오,김민기
러브앤서울 복숭아마을 도색소동기,2015-07-27,744,(유)조이앤컨텐츠그룹,조조히데오,"나나우미나나,이헌주,조현숙"
"실종, 어느날납치된소녀",2012-04-16,75,(유)조이앤컨텐츠그룹,조조히데오/죠죠히데오,"카에데,후지시로메이"
남자의 자리,1900-01-01,64,0,조종덕,0
우리집 멍멍이 진진과 아키다,1900-01-01,114,0,조종덕,0
픽토그램 인사이드,1900-01-01,371,0,조주상,0
무림방주: 절대고수의 탄생,2020-01-10,162,(유)조이앤컨텐츠그룹,조지,황건
시체들의 새벽,2020-04-15,327,0,조지A.로메로,"데이비드엠지,켄포리,스콧H.라이니거"
랜드 오브 데드,2005-09-02,76312,UIP코리아,조지A.로메로,"데니스호퍼,사이먼베이커"
유아 낫 유,2015-01-21,17372,(주)마인스엔터테인먼트,조지C.울프,"힐러리스웽크,에미로섬,조쉬더하멜"
람보 2,1985-08-03,33,0,조지P.코스마토스,"실베스터스탤론,리차드크레나,찰스네이피어"
에스케이프 아테네,1981-05-02,81,0,조지P.코스마토스,0
카산드라 크로스,1977-01-01,85,0,조지P.코스마토스,0
레비아탄,1989-06-24,106,0,조지P.코스마토스,"피터웰러,리차드크레나"
로마여 영원하라,1900-01-01,474,0,조지P.코스마토스,"리차드버튼,마르첼로마스트로야니,델리아보카르도"
컨트롤러,2011-03-03,373397,유니버설픽쳐스인터내셔널코리아(유),조지놀피,"맷데이먼,에밀리블런트"
어둠의 사투,1900-01-01,115,0,조지로메로,0
그레이트 왈도 페퍼,1900-01-01,30,0,조지로이힐,"로버트레드포드,보스벤슨,보브런딘"
스팅,1978-11-04,283,0,조지로이힐,"폴뉴먼,로버트레드포드,로버트쇼"
내일을 향해 쏴라,1970-10-23,6100,0,조지로이힐,"폴뉴먼,로버트레드포드,캐서린로스"
전자 미로,1900-01-01,135,0,조지루카스,0
스타워즈:에피소드1 보이지 않는 위험,1999-06-26,110702,이십세기폭스코리아(주),조지루카스,"이완맥그리거,리암니슨,나탈리포트만"
스타워즈 에피소드3 - 시스의복수,2005-05-26,1464794,이십세기폭스코아(주),조지루카스,"이완맥그리거,헤이든크리스텐슨,나탈리포트만"
마술의 사랑,1900-01-01,24,0,조지마샬,0
